frame,frame_ms,terrain_ms,spaceship_ms,launchpad_ms,viewA_ms,viewB_ms,cpuRender_ms,cpuFrame_ms
2,16.4966,2.26816,0.001024,0.027648,2.22106,2.2999,16.7651,16.7839
0,16.8694,2.26304,0.003072,0.024576,2.22106,2.29478,16.8887,16.9061
1,16.9257,2.2569,0.004096,0.023552,2.22106,2.28864,16.3244,16.3416
2,16.9206,2.26099,0.003072,0.0256,2.22208,2.29274,16.9795,16.996
0,16.1505,2.25382,0.004096,0.026624,2.22106,2.28659,16.8932,16.9144
1,16.4925,2.25382,0.002048,0.027648,2.22106,2.28762,16.0345,16.0757
2,16.855,2.24768,0.003072,0.026624,2.22106,2.28147,16.5444,16.5799
0,16.682,2.25075,0.003072,0.024576,2.22106,2.2825,16.7144,16.753
1,16.77,2.24563,0.004096,0.023552,2.22106,2.27738,16.6708,16.6903
2,16.4833,2.24358,0.003072,0.024576,2.22106,2.27533,16.7101,16.7299
0,16.7506,2.28762,0.002048,0.026624,2.25382,2.31834,16.5007,16.5213
1,16.5857,2.28864,0.003072,0.027648,2.25485,2.32243,16.592,16.6796
2,17.3752,2.27328,0.003072,0.0256,2.25382,2.30605,16.5916,16.6087
0,16.0901,2.27226,0.002048,0.028672,2.25382,2.30605,17.1474,17.169
1,16.6205,2.27021,0.003072,0.027648,2.25485,2.30502,16.1174,16.1535
2,16.5632,2.27123,0.004096,0.0256,2.25382,2.304,16.5496,16.5728
0,16.7045,2.27328,0.003072,0.026624,2.25382,2.30605,16.592,16.6131
1,16.6656,2.26816,0.002048,0.026624,2.25382,2.30093,16.5465,16.5682
2,17.0701,2.27123,0.003072,0.026624,2.25382,2.30502,16.7496,16.767
0,16.6472,2.27738,0.004096,0.026624,2.25382,2.31014,16.9619,16.9793
1,17.493,2.27738,0.00512,0.027648,2.25485,2.31219,16.6517,16.6674
2,15.9478,2.27328,0.003072,0.027648,2.25382,2.3081,17.4482,17.4629
0,17.748,2.2825,0.004096,0.026624,2.27123,2.31629,16.1586,16.177
1,15.5116,2.28454,0.004096,0.026624,2.27123,2.31834,17.3966,17.4127
2,16.4721,2.29069,0.004096,0.027648,2.27123,2.3255,15.5198,15.5431
0,16.5386,2.28454,0.004096,0.026624,2.27123,2.31834,16.416,16.4416
1,16.9441,2.28352,0.004096,0.023552,2.27021,2.31526,16.4983,16.5433
2,16.3604,2.2784,0.002048,0.0256,2.27123,2.31014,16.8613,16.8804
0,16.7188,2.27942,0.00512,0.024576,2.27123,2.31219,16.2604,16.2815
1,16.9042,2.28352,0.004096,0.024576,2.27123,2.31424,16.6662,16.6861
2,16.3277,2.28454,0.003072,0.024576,2.27123,2.31526,16.978,16.9947
0,16.7424,2.28659,0.003072,0.024576,2.27123,2.31834,16.2693,16.2861
1,16.812,2.28045,0.004096,0.024576,2.27123,2.31322,16.6691,16.6886
2,16.4444,2.28557,0.004096,0.024576,2.27123,2.31731,16.7065,16.7232
0,16.425,2.31014,0.003072,0.0256,2.29069,2.34189,16.4706,16.4921
1,16.9503,2.31526,0.003072,0.0256,2.29069,2.34701,16.4755,16.4994
2,16.5796,2.30502,0.004096,0.024576,2.28966,2.33677,16.8413,16.8638
0,16.6451,2.31526,0.002048,0.0256,2.29171,2.34701,16.5582,16.5771
1,16.9155,2.32141,0.003072,0.0256,2.29069,2.35418,16.6009,16.6192
2,16.2693,2.2999,0.003072,0.024576,2.29069,2.33062,16.8798,16.899
0,16.8755,2.30912,0.002048,0.0256,2.28966,2.33882,16.3156,16.3346
1,16.6134,2.29888,0.004096,0.024576,2.29069,2.33062,16.7276,16.7612
2,16.8407,2.31219,0.003072,0.0256,2.28864,2.34291,16.5553,16.5762
0,16.6922,2.31629,0.004096,0.024576,2.29069,2.34906,16.8279,16.8452
1,16.6072,2.29888,0.002048,0.0256,2.28966,2.33062,16.6385,16.6697
2,16.5786,2.31629,0.004096,0.023552,2.29069,2.34803,16.6481,16.6661
0,16.9083,2.31629,0.004096,0.024576,2.30605,2.34803,16.4558,16.4735
1,16.7434,2.32448,0.004096,0.024576,2.30605,2.3552,16.8916,16.9105
2,16.5632,2.31322,0.002048,0.0256,2.30707,2.34496,16.5729,16.5935
0,17.111,2.31526,0.003072,0.024576,2.3081,2.34701,16.5353,16.5595
1,16.6226,2.32755,0.003072,0.0256,2.3081,2.3593,17.126,17.1521
2,16.214,2.31834,0.004096,0.024576,2.30707,2.3511,16.516,16.5416
0,16.7086,2.31219,0.003072,0.0256,2.30605,2.34496,16.1939,16.2185
1,16.4137,2.31629,0.001024,0.026624,2.3081,2.34701,16.6564,16.6822
2,17.0342,2.31322,0.002048,0.026624,2.30605,2.34598,16.4175,16.4593
0,16.3942,2.31322,0.003072,0.024576,2.30605,2.34496,17.0552,17.0808
1,16.5376,2.31629,0.003072,0.0256,2.30707,2.34906,16.257,16.2821
2,16.471,2.31424,0.003072,0.0256,2.3081,2.34598,16.5276,16.5737
0,16.7383,2.32346,0.004096,0.024576,2.32346,2.35622,16.4116,16.4352
1,16.9103,2.31936,0.004096,0.0256,2.32448,2.35213,16.7035,16.7254
2,16.3195,2.32243,0.004096,0.0256,2.32346,2.35622,16.8527,16.8892
0,16.7455,2.32858,0.00512,0.024576,2.32346,2.36032,16.2935,16.3163
1,16.8059,2.32141,0.002048,0.0256,2.32448,2.35213,16.674,16.6924
2,16.5468,2.32755,0.002048,0.0256,2.32346,2.35725,16.7779,16.7956
0,16.77,2.33984,0.004096,0.024576,2.32448,2.37158,16.5071,16.525
1,17.0803,2.32243,0.003072,0.0256,2.32448,2.3552,16.7354,16.7531
2,16.5284,2.32858,0.003072,0.0256,2.3337,2.36134,17.0191,17.0433
0,16.4188,2.3255,0.00512,0.023552,2.32448,2.35827,16.491,16.5124
1,16.5581,2.32243,0.002048,0.0256,2.32346,2.35418,16.4053,16.4244
2,16.769,2.32653,0.003072,0.0256,2.32346,2.3593,16.5251,16.5423
0,17.1346,2.33165,0.004096,0.0256,2.34189,2.36544,16.7959,16.813
1,16.3604,2.33779,0.004096,0.024576,2.34189,2.36954,16.9038,16.9334
2,16.6625,2.3337,0.003072,0.0256,2.34189,2.36646,16.6052,16.6328
0,16.9554,2.33472,0.001024,0.026624,2.34189,2.36646,16.3569,16.3883
1,16.1823,2.3337,0.004096,0.024576,2.33984,2.36646,16.8903,16.9253
2,17.0025,2.33882,0.004096,0.026624,2.34189,2.37056,16.0974,16.1316
0,17.0772,2.33779,0.003072,0.0256,2.34086,2.36954,16.8244,16.8494
1,16.0236,2.34086,0.003072,0.0256,2.33984,2.37261,16.9896,17.0101
2,16.4475,2.34189,0.003072,0.0256,2.34189,2.37466,15.905,15.9296
0,17.11,2.33984,0.003072,0.024576,2.34086,2.37056,16.7044,16.7242
1,16.3369,2.33882,0.012288,0.017408,2.34189,2.37158,16.6642,16.6831
2,16.7291,2.33882,0.002048,0.0256,2.33984,2.37056,16.491,16.5182
0,16.6779,2.37978,0.004096,0.024576,2.3593,2.41254,16.5822,16.6022
1,17.0342,2.36134,0.003072,0.0256,2.3593,2.39411,16.7143,16.732
2,17.1346,2.36954,0.004096,0.0256,2.36032,2.40333,16.9216,16.9394
0,17.1817,2.36442,0.003072,0.0256,2.36032,2.39718,17.1631,17.1867
1,15.6795,2.36442,0.004096,0.024576,2.36032,2.39718,17.13,17.1477
2,16.1935,2.36646,0.004096,0.0256,2.3593,2.39923,15.6405,15.6599
0,16.4536,2.36134,0.004096,0.0256,2.3593,2.39514,16.0837,16.1088
1,17.3629,2.36442,0.004096,0.0256,2.36032,2.39718,16.5101,16.5263
2,16.0901,2.36339,0.002048,0.0256,2.36032,2.39411,17.3192,17.3365
0,17.1469,2.34086,0.003072,0.026624,2.35827,2.37363,16.0991,16.1165
1,16.2273,2.35622,0.004096,0.0256,2.36032,2.38899,17.055,17.072
2,16.6717,2.35418,0.003072,0.026624,2.3593,2.38694,16.1245,16.1413
0,16.7066,2.36134,0.004096,0.0256,2.3593,2.39411,16.6369,16.6536
1,16.6062,2.36339,0.004096,0.0256,2.3593,2.39718,16.6603,16.6754
2,16.428,2.35622,0.004096,0.0256,2.36134,2.38899,16.6594,16.6747
0,16.9411,2.36851,0.003072,0.0256,2.36032,2.40128,16.443,16.459
1,16.7055,2.35827,0.003072,0.024576,2.36032,2.39002,16.847,16.8643
2,16.3215,2.35827,0.002048,0.0256,2.36032,2.39002,16.6135,16.6326
0,16.6666,2.34803,0.004096,0.0256,2.3593,2.38182,16.3563,16.3789
1,17.0496,2.36134,0.003072,0.0256,2.3593,2.39309,16.625,16.6416
2,16.4803,2.36237,0.004096,0.026624,2.3593,2.39514,17.0011,17.0177
0,16.9226,2.35622,0.004096,0.0256,2.3593,2.39002,16.4143,16.4313
1,16.4598,2.3767,0.004096,0.026624,2.3593,2.40947,16.9277,16.9452
2,16.6799,2.36442,0.004096,0.0256,2.3593,2.39616,16.3625,16.3787
0,16.4137,2.37363,0.004096,0.0256,2.37773,2.40742,16.1484,16.1657
1,16.7782,2.37568,0.004096,0.0256,2.37773,2.40947,16.4619,16.4788
2,17.0066,2.37363,0.004096,0.024576,2.37773,2.4064,16.6095,16.6373
0,16.6861,2.37363,0.004096,0.0256,2.3767,2.40742,17.0037,17.0219
1,16.4547,2.37466,0.003072,0.0256,2.37773,2.40742,16.5657,16.5822
2,16.4598,2.3767,0.002048,0.0256,2.37773,2.40742,16.3958,16.4116
0,20.5169,2.37978,0.004096,0.023552,2.37773,2.4105,16.596,16.6117
1,13.7759,2.84877,0.003072,0.028672,2.75251,2.88358,1.663,1.6951
2,16.255,2.84467,0.004096,0.027648,2.73203,2.87949,14.0034,14.0251
0,16.3799,2.84979,0.004096,0.028672,2.72589,2.88563,16.1434,16.1672
1,16.3502,2.86106,0.003072,0.0256,2.71462,2.89382,16.4117,16.4327
2,16.8018,2.84365,0.004096,0.028672,2.73715,2.87949,16.5096,16.5287
0,16.9585,2.84365,0.004096,0.026624,2.72282,2.87846,16.5779,16.5932
1,16.386,2.83955,0.003072,0.027648,2.7136,2.87539,17.0129,17.0303
2,17.0312,2.83648,0.004096,0.027648,2.73101,2.87232,16.3292,16.3472
0,16.4168,2.82624,0.003072,0.027648,2.71155,2.86106,16.974,16.9902
1,16.1454,2.83034,0.003072,0.027648,2.70438,2.86515,16.4302,16.4493
2,17.2012,2.82931,0.004096,0.027648,2.70746,2.86515,16.197,16.2155
0,16.4495,2.8201,0.004096,0.026624,2.69312,2.85491,16.9836,17.0003
1,16.6502,2.80781,0.002048,0.028672,2.70029,2.84262,16.4,16.4159
2,16.9052,2.80781,0.004096,0.027648,2.70131,2.84365,16.7093,16.7248
0,16.5396,2.80371,0.003072,0.027648,2.70029,2.83853,16.4065,16.4234
1,16.5263,2.81702,0.004096,0.027648,2.68902,2.85082,16.3446,16.381
2,16.6676,2.80269,0.003072,0.028672,2.68902,2.83853,16.4939,16.5167
0,16.81,2.68288,0.002048,0.027648,2.59174,2.71667,16.7467,16.7635
1,16.3502,2.67776,0.002048,0.027648,2.58355,2.71053,16.7694,16.7862
2,16.8428,2.67366,0.004096,0.026624,2.57434,2.70848,16.3122,16.328
0,17.3588,2.66854,0.004096,0.0256,2.57229,2.70131,16.8934,16.9094
1,15.8628,2.67366,0.004096,0.0256,2.57331,2.70643,17.1777,17.1999
2,16.6072,2.67571,0.004096,0.026624,2.57331,2.71053,15.7599,15.8121
0,17.2022,2.65728,0.003072,0.0256,2.57331,2.69005,17.053,17.0885
1,16.4475,2.65728,0.004096,0.0256,2.57638,2.69005,16.7428,16.7685
2,16.7885,2.6624,0.004096,0.0256,2.57229,2.69619,16.3798,16.4041
0,16.4598,2.67264,0.002048,0.026624,2.56512,2.70438,16.7091,16.7262
1,16.5079,2.67162,0.004096,0.0256,2.56717,2.70438,16.4653,16.4826
2,16.6717,2.66138,0.003072,0.026624,2.5815,2.69517,16.3568,16.3738
0,16.5018,2.6665,0.003072,0.026624,2.58867,2.70029,16.8026,16.8194
1,16.8888,2.66854,0.004096,0.024576,2.5856,2.70131,16.4102,16.4267
2,16.6513,2.67878,0.003072,0.026624,2.56512,2.71155,16.8169,16.8324
0,17.0035,2.66547,0.00512,0.0256,2.57434,2.70029,16.6097,16.633
1,16.3389,2.6624,0.003072,0.026624,2.56717,2.69619,16.8587,16.8797
2,16.7444,2.66342,0.004096,0.024576,2.57741,2.69619,16.3167,16.3379
0,16.6072,2.67162,0.004096,0.0256,2.56717,2.70438,16.8141,16.8334
1,16.7731,2.67571,0.003072,0.0256,2.57229,2.70848,16.5931,16.6163
2,16.809,2.66752,0.004096,0.0256,2.57946,2.70131,16.6521,16.668
0,16.4465,2.67059,0.006144,0.024576,2.57843,2.70541,16.8163,16.8324
1,16.6083,2.68186,0.002048,0.027648,2.57741,2.71565,16.4015,16.4208
2,16.7424,2.67776,0.003072,0.026624,2.58765,2.71155,16.6046,16.6227
0,16.3656,2.66854,0.003072,0.026624,2.58253,2.70234,16.5916,16.608
1,16.7035,2.67776,0.003072,0.026624,2.5897,2.71155,16.4714,16.4872
2,17.5411,2.68083,0.003072,0.0256,2.57946,2.7136,16.6184,16.6353
0,15.9734,2.6665,0.004096,0.026624,2.58355,2.70029,17.3989,17.4141
1,17.6609,2.68186,0.004096,0.0256,2.58355,2.71462,15.9925,16.0129
2,16.0512,2.67059,0.004096,0.0256,2.57638,2.70438,17.5169,17.5372
0,16.4516,2.66957,0.003072,0.0256,2.57126,2.70131,15.8862,15.9197
1,16.9441,2.67878,0.001024,0.026624,2.58867,2.71258,16.6825,16.7415
2,16.4188,2.69005,0.004096,0.026624,2.58253,2.72384,16.8207,16.8602
0,17.15,2.66752,0.003072,0.026624,2.58458,2.70029,16.482,16.519
1,15.9642,2.67878,0.003072,0.0256,2.57331,2.71155,16.9546,17.0033
2,17.2923,2.66752,0.003072,0.026624,2.58355,2.70029,15.8621,15.9246
0,16.5478,2.60608,0.003072,0.026624,2.51085,2.63885,17.0999,17.1521
1,17.3609,2.60301,0.003072,0.026624,2.52416,2.6368,16.4779,16.5253
2,15.5812,2.59994,0.004096,0.024576,2.51802,2.6327,17.2016,17.239
0,16.6892,2.6071,0.004096,0.0256,2.52416,2.63987,15.4137,15.5363
1,16.8571,2.61427,0.004096,0.024576,2.52314,2.64602,16.6994,16.7535
2,16.599,2.59994,0.004096,0.024576,2.51699,2.6327,16.6871,16.7289
0,16.8458,2.60403,0.002048,0.026624,2.51085,2.6368,16.5734,16.6135
1,16.3799,2.59789,0.003072,0.0256,2.51802,2.63066,16.7485,16.7894
2,17.3804,2.59379,0.004096,0.024576,2.52314,2.62656,16.4003,16.434
0,16.0256,2.59584,0.00512,0.024576,2.5129,2.62861,17.2041,17.2445
1,16.2806,2.60813,0.003072,0.024576,2.5088,2.63987,16.0322,16.0701
2,17.1807,2.59584,0.002048,0.027648,2.51187,2.62861,16.237,16.2704
0,16.4332,2.5385,0.003072,0.024576,2.46784,2.57024,17.0394,17.0672
1,16.6062,2.55386,0.002048,0.024576,2.47398,2.58355,16.3805,16.4035
2,16.5151,2.54362,0.003072,0.0256,2.49242,2.57638,16.6255,16.6468
0,17.2247,2.54771,0.003072,0.0256,2.47398,2.57946,16.388,16.4087
1,16.2028,2.54874,0.003072,0.024576,2.4791,2.58048,17.1406,17.1578
2,16.6175,2.5559,0.004096,0.024576,2.46682,2.58867,16.2643,16.2888
0,17.2739,2.54874,0.003072,0.024576,2.46989,2.58048,16.5339,16.5591
1,16.4229,2.54874,0.002048,0.024576,2.47296,2.57946,16.7299,16.7499
2,16.5069,2.55898,0.003072,0.024576,2.46989,2.5897,16.5457,16.5655
0,16.7465,2.56307,0.001024,0.026624,2.46374,2.59482,16.2048,16.2246
1,16.2693,2.55181,0.003072,0.026624,2.46784,2.58355,16.4377,16.4585
2,16.7844,2.54874,0.003072,0.024576,2.46989,2.58048,16.1707,16.2004
0,16.9236,2.5559,0.003072,0.024576,2.47808,2.58765,16.5748,16.5954
1,16.4925,2.54874,0.003072,0.024576,2.46886,2.58048,16.2362,16.6324
2,17.0578,2.55078,0.003072,0.0256,2.47194,2.58253,16.1646,16.1939
0,16.2427,2.54157,0.003072,0.0256,2.46682,2.57331,17.0298,17.0624
1,17.4531,2.54259,0.003072,0.024576,2.46886,2.57434,15.7574,15.7916
2,16.042,2.53952,0.004096,0.024576,2.47194,2.57229,17.2105,17.2628
0,16.2857,2.55283,0.004096,0.0256,2.4791,2.5856,15.0228,15.1261
1,16.6697,2.54771,0.004096,0.024576,2.46579,2.58048,16.063,16.1174
2,16.7823,2.5385,0.002048,0.026624,2.46989,2.57024,16.2952,16.3253
0,16.6646,2.56205,0.003072,0.0256,2.47398,2.59379,16.4018,16.4699
1,16.7485,2.54771,0.002048,0.024576,2.4617,2.57741,16.5254,16.5475
2,16.5765,2.53747,0.003072,0.0256,2.4791,2.57024,16.3799,16.4069
0,16.8018,2.56614,0.004096,0.023552,2.48013,2.59789,16.417,16.4413
1,17.6814,2.55181,0.004096,0.024576,2.47398,2.58458,16.4658,16.5048
2,17.154,2.56102,0.003072,0.024576,2.46374,2.59277,17.3095,17.3292
0,15.5668,2.55283,0.003072,0.0256,2.46374,2.58458,16.2525,16.2966
1,16.4639,2.54464,0.002048,0.0256,2.47398,2.57638,14.4802,14.5157
2,17.1059,2.55078,0.003072,0.024576,2.47194,2.58253,16.1862,16.2269
0,16.1341,2.54157,0.004096,0.024576,2.47501,2.57331,16.8304,16.8735
1,17.5974,2.54874,0.003072,0.024576,2.46067,2.58048,16.1263,16.1533
2,15.5269,2.54874,0.003072,0.0256,2.4832,2.58048,17.4294,17.451
0,17.1418,2.55181,0.003072,0.0256,2.47808,2.58355,15.4975,15.5252
1,16.3758,2.53952,0.004096,0.024576,2.47706,2.57126,16.4738,16.5087
2,16.512,2.55898,0.003072,0.024576,2.47398,2.59072,15.9864,16.0265
0,16.7373,2.49344,0.003072,0.0256,2.42483,2.52416,15.8597,15.8912
1,16.8755,2.49958,0.003072,0.024576,2.42483,2.5303,16.5767,16.605
2,16.5386,2.47706,0.004096,0.023552,2.41254,2.50573,16.7575,16.7833
0,17.1387,2.46886,0.002048,0.024576,2.40026,2.49958,16.3875,16.4116
1,16.3676,2.47091,0.002048,0.023552,2.4023,2.50061,17.0946,17.1185
2,16.2427,2.47091,0.003072,0.024576,2.4064,2.50266,16.2897,16.3186
0,17.0097,2.46272,0.003072,0.023552,2.41562,2.49344,16.2442,16.2728
1,16.2509,2.48013,0.00512,0.024576,2.40845,2.5129,16.7877,16.8121
2,16.9574,2.4832,0.003072,0.023552,2.42381,2.51494,16.2266,16.281
0,16.6226,2.48422,0.004096,0.024576,2.40845,2.51494,16.9983,17.021
1,16.3338,2.47808,0.003072,0.024576,2.42586,2.50982,16.4762,16.4962
2,16.8622,2.49344,0.002048,0.0256,2.4105,2.52416,16.4243,16.449
0,17.0179,2.48934,0.002048,0.024576,2.41766,2.52006,16.8297,16.8533
1,16.2161,2.48422,0.003072,0.023552,2.40128,2.51494,16.9018,16.9228
2,16.9656,2.48218,0.003072,0.023552,2.42893,2.51187,16.2076,16.2446
0,16.5765,2.47808,0.003072,0.024576,2.42278,2.5088,16.8701,16.8886
1,16.641,2.48218,0.003072,0.0256,2.42176,2.51392,16.6063,16.6233
2,16.7506,2.48218,0.002048,0.024576,2.40742,2.5129,16.5868,16.6194
0,16.6154,2.4873,0.003072,0.023552,2.41562,2.51802,16.5652,16.5941
1,16.4741,2.48115,0.002048,0.0256,2.42483,2.5129,16.6448,16.6621
2,16.4997,2.48422,0.003072,0.024576,2.43405,2.51494,16.452,16.4721
0,17.6159,2.4873,0.004096,0.023552,2.41254,2.51904,16.5429,16.5632
1,16.5079,2.48218,0.002048,0.0256,2.41869,2.51392,17.1961,17.2166
2,16.3584,2.48525,0.003072,0.024576,2.41869,2.51699,16.7534,16.778
0,16.2744,2.49139,0.004096,0.022528,2.41254,2.52211,16.2542,16.2816
1,16.9677,2.4832,0.004096,0.023552,2.42688,2.51392,16.237,16.2623
2,16.5038,2.48525,0.003072,0.024576,2.4279,2.51597,16.9113,16.9304
0,16.4874,2.4832,0.003072,0.024576,2.42381,2.51392,16.4734,16.5094
1,16.7096,2.47603,0.003072,0.023552,2.42483,2.50675,16.5443,16.5629
2,16.471,2.47706,0.003072,0.023552,2.42176,2.50778,16.7399,16.7581
0,16.8407,2.48422,0.003072,0.023552,2.41869,2.51392,16.2066,16.4115
1,16.5632,2.49344,0.002048,0.0256,2.42278,2.52416,16.6561,16.6755
2,16.7516,2.47398,0.003072,0.023552,2.41766,2.5047,16.5649,16.5824
0,16.8448,2.47603,0.003072,0.023552,2.41971,2.50675,16.748,16.7645
1,16.7875,2.49651,0.003072,0.022528,2.4064,2.52621,16.8148,16.8327
2,16.0389,2.47808,0.003072,0.024576,2.41459,2.50982,16.7712,16.7883
0,17.0035,2.4791,0.003072,0.024576,2.44019,2.51085,16.3396,16.3579
1,16.4495,2.48218,0.003072,0.023552,2.41869,2.5129,16.6067,16.6258
2,16.6175,2.49549,0.003072,0.024576,2.42483,2.52723,16.5373,16.5594
0,16.7526,2.48525,0.001024,0.024576,2.42278,2.51494,16.5132,16.5512
1,17.0209,2.48525,0.004096,0.024576,2.42893,2.51597,16.6965,16.7268
2,17.2472,2.48218,0.004096,0.024576,2.41562,2.51392,16.9157,16.9477
0,16.3564,2.47501,0.003072,0.024576,2.42074,2.50675,17.152,17.1707
1,17.1151,2.48627,0.003072,0.024576,2.4064,2.51802,16.4094,16.4355
2,15.9734,2.49037,0.004096,0.024576,2.41664,2.52109,16.7366,16.7533
0,16.1403,2.46989,0.003072,0.024576,2.41459,2.49958,15.9443,15.9694
1,17.7777,2.47194,0.003072,0.023552,2.42074,2.50266,16.134,16.1575
2,16.6318,2.48013,0.004096,0.023552,2.4279,2.51085,17.615,17.6746
0,15.9949,2.4832,0.003072,0.023552,2.41562,2.5129,16.6957,16.7138
1,16.5396,2.49242,0.002048,0.0256,2.43507,2.52211,15.8155,15.8334
2,16.8786,2.47603,0.004096,0.023552,2.41766,2.50778,16.5889,16.6115
0,16.8929,2.48013,0.004096,0.024576,2.40845,2.51187,16.8891,16.9047
1,16.2396,2.47194,0.002048,0.023552,2.41562,2.50163,16.805,16.8321
2,16.6871,2.47296,0.003072,0.023552,2.41766,2.50368,16.1753,16.2084
0,16.7066,2.4832,0.003072,0.023552,2.41254,2.5129,16.5685,16.5944
1,16.427,2.47808,0.003072,0.0256,2.42176,2.50982,16.6428,16.6672
2,16.9308,2.48115,0.004096,0.024576,2.41357,2.5129,16.4787,16.5017
0,16.8049,2.48115,0.031744,0,2.41254,2.51699,16.7691,16.7861
1,16.2765,2.47398,0.004096,0.023552,2.41254,2.5047,16.8425,16.8604
2,16.939,2.48422,0.002048,0.024576,2.4279,2.51494,16.1406,16.1595
0,16.4495,2.47808,0.003072,0.023552,2.41971,2.5088,16.9225,16.9396
1,16.7803,2.48525,0.002048,0.024576,2.42381,2.51597,16.5345,16.5525
2,16.5796,2.48627,0.003072,0.023552,2.42074,2.51699,16.6826,16.7032
0,16.5519,2.48525,0.003072,0.023552,2.42893,2.51597,16.5712,16.5867
1,16.8049,2.47706,0.003072,0.023552,2.43098,2.50778,16.508,16.5252
2,16.9062,2.47603,0.003072,0.024576,2.42074,2.50778,16.8022,16.818
0,16.4291,2.48832,0.003072,0.022528,2.41152,2.51802,16.8771,16.8931
1,16.4372,2.47603,0.002048,0.024576,2.42893,2.50573,16.3438,16.3628
2,16.7926,2.48422,0.001024,0.024576,2.41766,2.51392,16.4721,16.4911
0,16.6236,2.48832,0.004096,0.023552,2.4279,2.52006,16.6735,16.6986
1,16.5652,2.4791,0.004096,0.024576,2.42074,2.50982,16.6465,16.6632
2,16.8458,2.48013,0.003072,0.024576,2.4361,2.51085,16.5448,16.5609
0,16.4536,2.46989,0.003072,0.023552,2.41562,2.50061,16.7873,16.8026
1,17.1059,2.48525,0.003072,0.024576,2.44019,2.51699,16.4263,16.4455
2,16.3297,2.47296,0.003072,0.024576,2.41459,2.5047,17.0105,17.0279
0,17.4182,2.47603,0.003072,0.023552,2.41869,2.50675,16.3626,16.3807
1,16.0942,2.47603,0.003072,0.023552,2.4105,2.50675,17.3534,17.3704
2,16.4188,2.48627,0.003072,0.0256,2.42176,2.51802,15.9501,15.9863
0,16.7188,2.47808,0.004096,0.023552,2.42586,2.50778,16.5109,16.5447
1,16.9411,2.47706,0.004096,0.023552,2.4279,2.5088,16.6195,16.6403
2,17.5043,2.4832,0.003072,0.023552,2.41562,2.5129,16.853,16.8723
0,16.6748,2.48218,0.004096,0.023552,2.41357,2.51187,17.3685,17.3911
1,15.7286,2.48115,0.003072,0.023552,2.43507,2.51085,16.6675,16.6881
2,17.5892,2.48627,0.003072,0.024576,2.42586,2.51802,15.8555,15.8766
0,16.0174,2.48422,0.003072,0.024576,2.41664,2.51494,17.4214,17.4435
1,16.7025,2.47398,0.004096,0.022528,2.41766,2.50368,15.4772,15.9624
2,16.2068,2.48832,0.003072,0.023552,2.41869,2.51904,16.753,16.7965
0,16.7639,2.49037,0.003072,0.024576,2.42483,2.52211,16.0987,16.136
1,16.5898,2.48934,0.003072,0.023552,2.41766,2.52006,16.7008,16.7405
2,16.6728,2.48115,0.003072,0.023552,2.42176,2.51187,16.5403,16.566
0,16.5294,2.48422,0.004096,0.024576,2.41971,2.51597,16.6237,16.6452
1,16.6257,2.48627,0.003072,0.023552,2.43507,2.51699,16.5671,16.5858
2,16.7619,2.47398,0.004096,0.023552,2.42381,2.50573,16.5348,16.5536
0,16.5028,2.48013,0.003072,0.024576,2.42278,2.51187,17.0172,17.0337
1,16.8479,2.48422,0.003072,0.023552,2.42688,2.51392,16.1795,16.1989
2,17.8166,2.49754,0.002048,0.0256,2.42483,2.52928,16.7471,16.7701
0,15.7501,2.47808,0.001024,0.0256,2.4105,2.50778,17.7584,17.7997
1,16.7721,2.48832,0.003072,0.022528,2.42176,2.51699,15.7118,15.7292
2,16.554,2.48013,0.002048,0.0256,2.4105,2.51085,16.6065,16.6621
0,17.7725,2.47501,0.002048,0.024576,2.42381,2.5047,16.4306,16.4535
1,15.7174,2.49446,0.003072,0.024576,2.41254,2.52518,17.7457,17.7706
2,17.1469,2.47296,0.003072,0.024576,2.42483,2.5047,15.6254,15.651
0,17.1715,2.49651,0.003072,0.024576,2.41357,2.52723,17.1201,17.1416
1,16.6021,2.48627,0.003072,0.023552,2.42483,2.51699,17.1645,17.1896
2,15.7133,2.46989,0.004096,0.023552,2.41869,2.50163,16.4763,16.503
0,16.642,2.47603,0.002048,0.024576,2.41254,2.50675,15.6967,15.7169
1,16.4424,2.4832,0.003072,0.024576,2.41562,2.51392,16.5829,16.599
2,17.2841,2.47706,0.002048,0.024576,2.42688,2.50778,16.3746,16.3908
0,16.0072,2.46784,0.003072,0.024576,2.39002,2.49958,17.3027,17.3181
1,17.0998,2.46886,0.003072,0.024576,2.42995,2.49958,16.0399,16.0556
2,17.8115,2.47808,0.004096,0.024576,2.4064,2.5088,17.0736,17.0929
0,15.5679,2.46682,0.003072,0.022528,2.40026,2.49651,17.7338,17.7537
1,16.9503,2.46784,0.003072,0.0256,2.39411,2.49754,15.5111,15.5312
2,16.0532,2.47398,0.003072,0.023552,2.4105,2.50368,16.8531,16.8986
0,17.2145,2.45555,0.004096,0.0256,2.4064,2.4873,16.5953,16.6216
1,17.8309,2.46784,0.003072,0.023552,2.4064,2.49754,16.42,16.5066
2,16.1956,2.46579,0.002048,0.024576,2.39923,2.49651,17.4583,17.5273
0,16.5755,2.46272,0.004096,0.023552,2.40026,2.49446,16.3825,16.4419
1,17.2063,2.47603,0.002048,0.024576,2.40845,2.50675,16.5319,16.5573
2,15.5556,2.47603,0.002048,0.0256,2.39616,2.50573,17.0149,17.0434
